"continent","location","date","population","new_vaccinations","people_vaccinated","per_pop_vacc"
"Africa","Cameroon","2021-04-12 00:00:00",26545864,400,"400",0.0015068260727923567
"Africa","Cote d'Ivoire","2021-03-16 00:00:00",26378275,2267,"8389",0.03180268611196145
"Africa","Cote d'Ivoire","2021-03-15 00:00:00",26378275,244,"6122",0.023208492594758375
"Africa","Cote d'Ivoire","2021-03-10 00:00:00",26378275,4439,"5878",0.022283488969616096
"Africa","Cote d'Ivoire","2021-03-09 00:00:00",26378275,1439,"1439",0.005455246789261238
"Africa","Cote d'Ivoire","2021-04-17 00:00:00",26378275,1639,"65477",0.2482232064075456
"Africa","Cote d'Ivoire","2021-04-18 00:00:00",26378275,1278,"66755",0.2530681024441515
"Africa","Cote d'Ivoire","2021-03-30 00:00:00",26378275,2979,"27315",0.10355112303590738
"Africa","Cote d'Ivoire","2021-03-31 00:00:00",26378275,2786,"30101",0.11411284475576966
"Africa","Cote d'Ivoire","2021-04-01 00:00:00",26378275,2572,"32673",0.12386329280440059
"Africa","Cote d'Ivoire","2021-04-02 00:00:00",26378275,2522,"35195",0.13342419092984661
"Africa","Cote d'Ivoire","2021-04-03 00:00:00",26378275,2721,"37916",0.14373949774956854
"Africa","Cote d'Ivoire","2021-04-04 00:00:00",26378275,1674,"39590",0.15008562917779877
"Africa","Cote d'Ivoire","2021-04-09 00:00:00",26378275,7752,"47342",0.17947344926838468
"Africa","Cote d'Ivoire","2021-04-10 00:00:00",26378275,5673,"53015",0.20097978355294271
"Africa","Cote d'Ivoire","2021-04-11 00:00:00",26378275,2347,"55362",0.20987725694724163
"Africa","Cote d'Ivoire","2021-04-15 00:00:00",26378275,3842,"59204",0.22444227304476885
"Africa","Cote d'Ivoire","2021-03-19 00:00:00",26378275,1677,"13384",0.05073872343813233
"Africa","Cote d'Ivoire","2021-03-20 00:00:00",26378275,1728,"15112",0.05728956878340225
"Africa","Cote d'Ivoire","2021-03-21 00:00:00",26378275,468,"15580",0.05906375606441285
"Africa","Cote d'Ivoire","2021-03-22 00:00:00",26378275,89,"15669",0.059401154927681964
"Africa","Cote d'Ivoire","2021-03-23 00:00:00",26378275,1351,"17020",0.06452279385213779
"Africa","Cote d'Ivoire","2021-03-24 00:00:00",26378275,1807,"18827",0.07137312807603985
"Africa","Cote d'Ivoire","2021-03-25 00:00:00",26378275,1649,"20476",0.07762448454267763
"Africa","Cote d'Ivoire","2021-03-26 00:00:00",26378275,1569,"22045",0.0835725611322196
"Africa","Cote d'Ivoire","2021-03-27 00:00:00",26378275,2291,"24336",0.09225773861255143
"Africa","Cote d'Ivoire","2021-03-18 00:00:00",26378275,1653,"11707",0.044381219014510996
"Africa","Cote d'Ivoire","2021-04-30 00:00:00",26378275,8767,"110682",0.4195952919590079
"Africa","Cote d'Ivoire","2021-04-29 00:00:00",26378275,7836,"101915",0.3863596084277687
"Africa","Cote d'Ivoire","2021-03-17 00:00:00",26378275,1665,"10054",0.03811469855401841
"Africa","Cote d'Ivoire","2021-04-28 00:00:00",26378275,6476,"94079",0.35665334446623215
"Africa","Cote d'Ivoire","2021-04-27 00:00:00",26378275,6295,"87603",0.33210283841532473
"Africa","Cote d'Ivoire","2021-04-26 00:00:00",26378275,788,"81308",0.30823850308634665
"Africa","Cote d'Ivoire","2021-04-25 00:00:00",26378275,1648,"80520",0.3052511962969527
"Africa","Cote d'Ivoire","2021-04-24 00:00:00",26378275,4003,"78872",0.2990036308287786
"Africa","Cote d'Ivoire","2021-04-23 00:00:00",26378275,4147,"74869",0.283828263978596
"Africa","Cote d'Ivoire","2021-04-16 00:00:00",26378275,4634,"63838",0.2420097599255448
"Africa","Cote d'Ivoire","2021-04-22 00:00:00",26378275,3967,"70722",0.26810699334964094
"Africa","Eswatini","2021-04-23 00:00:00",1160164,253,"1365",0.11765577970011136
"Africa","Eswatini","2021-04-20 00:00:00",1160164,1112,"1112",0.09584851796814933
"Africa","Ghana","2021-04-12 00:00:00",31072945,38597,"120680",0.3883764477425619
"Africa","Ghana","2021-04-09 00:00:00",31072945,33831,"82083",0.264162280079986
"Africa","Ghana","2021-04-08 00:00:00",31072945,48252,"48252",0.15528621442222487
"Africa","Guinea","2021-04-27 00:00:00",13132792,3114,"21376",0.16276813034121002
"Africa","Guinea","2021-04-26 00:00:00",13132792,2916,"18262",0.13905649308996898
"Africa","Guinea","2021-04-25 00:00:00",13132792,79,"15346",0.11685253219574329
"Africa","Guinea","2021-04-22 00:00:00",13132792,8388,"15267",0.1162509845583483
"Africa","Guinea","2021-04-21 00:00:00",13132792,1816,"6879",0.052380331615699084
"Africa","Guinea","2021-04-20 00:00:00",13132792,1791,"5063",0.03855235048266964
"Africa","Guinea","2021-04-16 00:00:00",13132792,3272,"3272",0.024914732526031023
"Africa","Guinea","2021-04-29 00:00:00",13132792,2684,"27216",0.20723696834610644
"Africa","Guinea","2021-04-28 00:00:00",13132792,3156,"24532",0.1867995777287876
"Africa","Kenya","2021-04-08 00:00:00",53771300,81900,"81900",0.1523117350705674
"Africa","Malawi","2021-04-11 00:00:00",19129955,5095,"114070",0.5962899546810225
"Africa","Malawi","2021-04-12 00:00:00",19129955,3262,"117332",0.6133417459685608
"Africa","Malawi","2021-04-13 00:00:00",19129955,16605,"133937",0.7001427865355668
"Africa","Malawi","2021-04-14 00:00:00",19129955,11524,"145461",0.7603833882515667
"Africa","Malawi","2021-04-19 00:00:00",19129955,353,"145814",0.7622286618029159
"Africa","Malawi","2021-04-20 00:00:00",19129955,2507,"148321",0.7753337632001748
"Africa","Malawi","2021-04-21 00:00:00",19129955,3317,"151638",0.7926730616982632
"Africa","Malawi","2021-04-22 00:00:00",19129955,3362,"155000",0.8102475933686201
"Africa","Malawi","2021-04-27 00:00:00",19129955,3607,"158607",0.8291028389768821
"Africa","Malawi","2021-04-28 00:00:00",19129955,4775,"163382",0.8540636922564637
"Africa","Malawi","2021-04-29 00:00:00",19129955,4520,"167902",0.8776915575598584
"Africa","Malawi","2021-03-23 00:00:00",19129955,13215,"24163",0.1263097587004256
"Africa","Malawi","2021-04-30 00:00:00",19129955,5783,"173685",0.9079216338982502
"Africa","Malawi","2021-03-22 00:00:00",19129955,1039,"10948",0.0572296171109655
"Africa","Malawi","2021-03-19 00:00:00",19129955,6235,"9909",0.05179834453348165
"Africa","Malawi","2021-03-18 00:00:00",19129955,3674,"3674",0.019205481664750387
"Africa","Malawi","2021-03-24 00:00:00",19129955,15833,"39996",0.20907524351207307
"Africa","Malawi","2021-03-27 00:00:00",19129955,19419,"59415",0.3105861984515907
"Africa","Malawi","2021-03-28 00:00:00",19129955,2066,"61481",0.3213860147606202
"Africa","Malawi","2021-03-31 00:00:00",19129955,11192,"72673",0.37989111840566275
"Africa","Malawi","2021-04-01 00:00:00",19129955,10690,"83363",0.4357720653289566
"Africa","Malawi","2021-04-02 00:00:00",19129955,9822,"93185",0.4871156257293862
"Africa","Malawi","2021-04-05 00:00:00",19129955,871,"94056",0.491668694463735
"Africa","Malawi","2021-04-06 00:00:00",19129955,4288,"98344",0.5140838020789907
"Africa","Malawi","2021-04-10 00:00:00",19129955,10631,"108975",0.5696563321764218
"Africa","Morocco","2021-03-04 00:00:00",36910558,127267,"1681767",4.556330467829828
"Africa","Morocco","2021-03-09 00:00:00",36910558,120908,"2062103",5.5867565047377505
"Africa","Morocco","2021-03-10 00:00:00",36910558,200083,"2262186",6.128831755943652
"Africa","Morocco","2021-03-11 00:00:00",36910558,168402,"2430588",6.585075197183419
"Africa","Morocco","2021-03-12 00:00:00",36910558,291407,"2721995",7.37457017041032
"Africa","Morocco","2021-03-13 00:00:00",36910558,288416,"3010411",8.155961771155017
"Africa","Morocco","2021-03-16 00:00:00",36910558,204599,"3215010",8.710272004015762
"Africa","Morocco","2021-03-17 00:00:00",36910558,163350,"3378360",9.15282830457345
"Africa","Morocco","2021-03-20 00:00:00",36910558,76387,"3454747",9.359779930717925
"Africa","Morocco","2021-03-23 00:00:00",36910558,76897,"3531644",9.56811327533981
"Africa","Morocco","2021-03-24 00:00:00",36910558,270576,"3802220",10.30117182189443
"Africa","Morocco","2021-03-25 00:00:00",36910558,231422,"4033642",10.928152318911028
"Africa","Morocco","2021-03-26 00:00:00",36910558,164888,"4198530",11.374875448916269
"Africa","Morocco","2021-03-27 00:00:00",36910558,109189,"4307719",11.67069595642526
"Africa","Morocco","2021-03-30 00:00:00",36910558,123800,"4431519",12.006101343686
"Africa","Morocco","2021-03-31 00:00:00",36910558,112300,"4543819",12.310350333907172
"Africa","Morocco","2021-04-01 00:00:00",36910558,101854,"4645673",12.58629847860875
"Africa","Morocco","2021-04-02 00:00:00",36910558,75197,"4720870",12.790026094972609
"Africa","Morocco","2021-04-03 00:00:00",36910558,69219,"4790089",12.977557803379726
"Africa","Morocco","2021-04-06 00:00:00",36910558,72185,"4862274",13.173125152971137
"Africa","Morocco","2021-04-07 00:00:00",36910558,72865,"4935139",13.370534793865755
"Africa","Morocco","2021-04-08 00:00:00",36910558,61123,"4996262",13.536132398757017
"Africa","Morocco","2021-04-09 00:00:00",36910558,43075,"5039337",13.652833425059573
"Africa","Morocco","2021-04-10 00:00:00",36910558,54267,"5093604",13.799856398811418
"Africa","Morocco","2021-04-11 00:00:00",36910558,28667,"5122271",13.87752252350127
"Africa","Morocco","2021-04-14 00:00:00",36910558,45228,"5167499",14.000056569180016
"Africa","Morocco","2021-04-15 00:00:00",36910558,32349,"5199848",14.087698159426363
"Africa","Morocco","2021-04-16 00:00:00",36910558,35370,"5235218",14.183524399712407
"Africa","Morocco","2021-04-17 00:00:00",36910558,77637,"5312855",14.393862590752489
"Africa","Morocco","2021-04-20 00:00:00",36910558,17783,"5330638",14.442041217583327
"Africa","Morocco","2021-04-21 00:00:00",36910558,23207,"5353845",14.504914826809175
"Africa","Morocco","2021-04-22 00:00:00",36910558,13304,"5367149",14.54095871430608
"Africa","Morocco","2021-04-23 00:00:00",36910558,26164,"5393313",14.611843581448971
"Africa","Morocco","2021-04-27 00:00:00",36910558,90669,"5483982",14.857488743464675
"Africa","Morocco","2021-04-28 00:00:00",36910558,197988,"5681970",15.393888111905541
"Africa","Morocco","2021-03-06 00:00:00",36910558,114928,"1941195",5.259186274019482
"Africa","Morocco","2021-03-05 00:00:00",36910558,144500,"1826267",4.94781736976179
"Africa","Morocco","2021-03-03 00:00:00",36910558,154537,"1554500",4.211532104174638
"Africa","Morocco","2021-03-02 00:00:00",36910558,149675,"1399963",3.7928524407569237
"Africa","Morocco","2021-02-27 00:00:00",36910558,173608,"1250288",3.3873451601571563
"Africa","Morocco","2021-02-26 00:00:00",36910558,220190,"1076680",2.916997353440173
"Africa","Morocco","2021-02-25 00:00:00",36910558,255160,"856490",2.3204471739495243
"Africa","Morocco","2021-02-24 00:00:00",36910558,281854,"601330",1.6291544549394241
"Africa","Morocco","2021-02-23 00:00:00",36910558,91407,"319476",0.8655409652706957
"Africa","Morocco","2021-02-20 00:00:00",36910558,99042,"228069",0.6178963753406275
"Africa","Morocco","2021-02-19 00:00:00",36910558,129027,"129027",0.3495666470282026
"Africa","Namibia","2021-04-19 00:00:00",2540916,128,"2500",0.0983897145753736
"Africa","Namibia","2021-04-18 00:00:00",2540916,127,"2372",0.09335216118911448
"Africa","Namibia","2021-04-17 00:00:00",2540916,500,"2245",0.08835396368868549
"Africa","Namibia","2021-04-16 00:00:00",2540916,406,"1745",0.06867602077361078
"Africa","Namibia","2021-04-15 00:00:00",2540916,305,"1339",0.0526975311265701
"Africa","Namibia","2021-04-14 00:00:00",2540916,160,"1034",0.04069398594837452
"Africa","Namibia","2021-04-13 00:00:00",2540916,247,"874",0.034397044215550614
"Africa","Namibia","2021-04-12 00:00:00",2540916,277,"627",0.0246761404155037
"Africa","Namibia","2021-04-01 00:00:00",2540916,350,"350",0.013774560040552304
"Africa","Namibia","2021-04-25 00:00:00",2540916,283,"10585",0.41658205151213185
"Africa","Namibia","2021-04-24 00:00:00",2540916,2595,"10302",0.4054443358221996
"Africa","Namibia","2021-04-23 00:00:00",2540916,2538,"7707",0.30331581209296177
"Africa","Namibia","2021-04-22 00:00:00",2540916,1180,"5169",0.20343057385604246
"Africa","Namibia","2021-04-21 00:00:00",2540916,538,"3989",0.15699062857646612
"Africa","Namibia","2021-04-20 00:00:00",2540916,951,"3451",0.13581716199984573
"Africa","Nigeria","2021-04-22 00:00:00",206139587,14843,"189705",0.09202744740145424
"Africa","Nigeria","2021-04-21 00:00:00",206139587,18917,"174862",0.08482698667675123
"Africa","Nigeria","2021-04-20 00:00:00",206139587,12581,"155945",0.07565019522426811
"Africa","Nigeria","2021-04-19 00:00:00",206139587,5100,"143364",0.06954704920409101
"Africa","Nigeria","2021-04-16 00:00:00",206139587,30452,"138264",0.06707299748301135
"Africa","Nigeria","2021-04-15 00:00:00",206139587,7359,"107812",0.052300483167262775
"Africa","Nigeria","2021-04-01 00:00:00",206139587,100453,"100453",0.048730572066199004
"Africa","Nigeria","2021-04-28 00:00:00",206139587,9622,"233100",0.11307871689875851
"Africa","Nigeria","2021-04-27 00:00:00",206139587,6656,"223478",0.10841100598498822
"Africa","Nigeria","2021-04-26 00:00:00",206139587,3770,"216822",0.10518212593488896
"Africa","Nigeria","2021-04-25 00:00:00",206139587,3678,"213052",0.10335326809401243
"Africa","Nigeria","2021-04-24 00:00:00",206139587,9255,"209374",0.10156904020575146
"Africa","Nigeria","2021-04-23 00:00:00",206139587,10414,"200119",0.09707936399426279
"Africa","Rwanda","2021-03-17 00:00:00",12952209,3990,"246642",1.9042466038032586
"Africa","Rwanda","2021-04-16 00:00:00",12952209,275,"274145",2.116588761036824
"Africa","Rwanda","2021-03-25 00:00:00",12952209,297,"273870",2.1144655710852103
"Africa","Rwanda","2021-03-24 00:00:00",12952209,4906,"273573",2.1121725259374675
"Africa","Rwanda","2021-03-23 00:00:00",12952209,5179,"268667",2.0742948172006797
"Africa","Rwanda","2021-03-22 00:00:00",12952209,4006,"263488",2.034309359893745
"Africa","Rwanda","2021-03-21 00:00:00",12952209,1183,"259482",2.0033802728167838
"Africa","Rwanda","2021-03-20 00:00:00",12952209,3945,"258299",1.9942466956794782
"Africa","Rwanda","2021-03-19 00:00:00",12952209,5666,"254354",1.9637885707372387
"Africa","Rwanda","2021-03-06 00:00:00",12952209,83842,"83842",0.6473181524479724
"Africa","Rwanda","2021-03-07 00:00:00",12952209,39555,"123397",0.952710074397348
"Africa","Rwanda","2021-03-08 00:00:00",12952209,10224,"133621",1.0316464164529773
"Africa","Rwanda","2021-03-09 00:00:00",12952209,11371,"144992",1.1194383907795187
"Africa","Rwanda","2021-03-10 00:00:00",12952209,8906,"153898",1.1881988624488689
"Africa","Rwanda","2021-03-11 00:00:00",12952209,9988,"163886",1.2653131214914768
"Africa","Rwanda","2021-03-12 00:00:00",12952209,10132,"174018",1.3435391599996571
"Africa","Rwanda","2021-03-13 00:00:00",12952209,4464,"178482",1.3780043234323966
"Africa","Rwanda","2021-03-14 00:00:00",12952209,3911,"182393",1.4081999448897096
"Africa","Rwanda","2021-03-15 00:00:00",12952209,56566,"238959",1.8449285369005395
"Africa","Rwanda","2021-03-16 00:00:00",12952209,3693,"242652",1.8734410477780277
"Africa","Rwanda","2021-03-18 00:00:00",12952209,2046,"248688",1.9200431370432642
"Africa","Senegal","2021-04-25 00:00:00",16743930,832,"303218",1.8109129696552722
"Africa","Senegal","2021-04-30 00:00:00",16743930,419,"315620",1.8849816022881127
"Africa","Senegal","2021-04-29 00:00:00",16743930,3943,"315201",1.8824792029111446
"Africa","Senegal","2021-04-28 00:00:00",16743930,3046,"311258",1.858930370588028
"Africa","Senegal","2021-04-27 00:00:00",16743930,4020,"308212",1.84073870351823
"Africa","Senegal","2021-04-26 00:00:00",16743930,974,"304192",1.8167300030518523
"Africa","Senegal","2021-04-24 00:00:00",16743930,2474,"302386",1.8059440047826287
"Africa","Senegal","2021-04-23 00:00:00",16743930,3196,"299912",1.7911685010627731
"Africa","Senegal","2021-04-17 00:00:00",16743930,765,"296716",1.7720809869606478
"Africa","Senegal","2021-04-16 00:00:00",16743930,2926,"295951",1.7675121670957774
"Africa","Senegal","2021-04-15 00:00:00",16743930,6937,"293025",1.7500371776518415
"Africa","Senegal","2021-04-14 00:00:00",16743930,7766,"286088",1.7086072385634674
"Africa","Senegal","2021-04-13 00:00:00",16743930,10899,"278322",1.6622262515430966
"Africa","Senegal","2021-04-12 00:00:00",16743930,2264,"267423",1.5971340061741777
"Africa","Senegal","2021-04-11 00:00:00",16743930,5886,"265159",1.583612688299581
"Africa","Senegal","2021-04-10 00:00:00",16743930,8986,"259273",1.5484596507510482
"Africa","Senegal","2021-04-09 00:00:00",16743930,7326,"250287",1.49479244120108
"Africa","Senegal","2021-04-06 00:00:00",16743930,2954,"242961",1.4510392721422032
"Africa","Senegal","2021-04-05 00:00:00",16743930,2507,"240007",1.4333970579188995
"Africa","Senegal","2021-04-04 00:00:00",16743930,3679,"237500",1.418424467851932
"Africa","Senegal","2021-04-03 00:00:00",16743930,10859,"233821",1.396452326305712
"Africa","Senegal","2021-04-02 00:00:00",16743930,13377,"222962",1.3315989734787472
"Africa","Senegal","2021-04-01 00:00:00",16743930,14188,"209585",1.2517073351357775
"Africa","Senegal","2021-03-31 00:00:00",16743930,13004,"195397",1.1669721505046904
"Africa","Senegal","2021-03-30 00:00:00",16743930,13651,"182393",1.0893081851154418
"Africa","Senegal","2021-03-27 00:00:00",16743930,6414,"168742",1.0077801328600873
"Africa","Senegal","2021-03-26 00:00:00",16743930,13986,"162328",0.9694737137577618
"Africa","Senegal","2021-03-25 00:00:00",16743930,13423,"148342",0.8859449364635423
"Africa","Senegal","2021-03-24 00:00:00",16743930,17437,"134919",0.8057785716973256
"Africa","Senegal","2021-03-23 00:00:00",16743930,10810,"117482",0.7016393403460239
"Africa","Senegal","2021-03-22 00:00:00",16743930,10485,"106672",0.6370786308829528
"Africa","Senegal","2021-03-21 00:00:00",16743930,0,"96187",0.574458923323258
"Africa","Senegal","2021-03-20 00:00:00",16743930,8311,"96187",0.574458923323258
"Africa","Senegal","2021-03-19 00:00:00",16743930,2611,"87876",0.5248230254187637
"Africa","Senegal","2021-03-18 00:00:00",16743930,2038,"85265",0.5092293147427157
"Africa","Senegal","2021-03-17 00:00:00",16743930,2001,"83227",0.49705773973015893
"Africa","Senegal","2021-03-16 00:00:00",16743930,5089,"81226",0.4851071403189096
"Africa","Senegal","2021-03-15 00:00:00",16743930,7932,"76137",0.4547140366688107
"Africa","Senegal","2021-03-14 00:00:00",16743930,0,"68205",0.4073416455993306
"Africa","Senegal","2021-03-10 00:00:00",16743930,188,"68205",0.4073416455993306
"Africa","Senegal","2021-03-09 00:00:00",16743930,1249,"68017",0.4062188506521468
"Africa","Senegal","2021-03-08 00:00:00",16743930,1731,"66768",0.39875943102963285
"Africa","Senegal","2021-03-07 00:00:00",16743930,920,"65037",0.38842135627657304
"Africa","Senegal","2021-03-06 00:00:00",16743930,2057,"64117",0.38292682781163084
"Africa","Senegal","2021-03-05 00:00:00",16743930,9697,"62060",0.3706417788416459
"Africa","Senegal","2021-03-04 00:00:00",16743930,6725,"52363",0.31272825435844515
"Africa","Senegal","2021-03-03 00:00:00",16743930,5700,"45638",0.2725644457424273
"Africa","Senegal","2021-03-02 00:00:00",16743930,4639,"39938",0.2385222585139809
"Africa","Senegal","2021-03-01 00:00:00",16743930,8281,"35299",0.21081669596086464
"Africa","Senegal","2021-02-28 00:00:00",16743930,1365,"27018",0.1613599674628358
"Africa","Senegal","2021-02-27 00:00:00",16743930,4012,"25653",0.1532077594686552
"Africa","Senegal","2021-02-26 00:00:00",16743930,9892,"21641",0.12924683751066804
"Africa","Senegal","2021-02-25 00:00:00",16743930,7662,"11749",0.07016871188544146
"Africa","Senegal","2021-02-24 00:00:00",16743930,4005,"4087",0.024408845474150932
"Africa","Senegal","2021-02-23 00:00:00",16743930,82,"82",0.0004897297110057196
"Africa","Seychelles","2021-03-11 00:00:00",98340,773,"38196",38.840756558877366
"Africa","Seychelles","2021-02-19 00:00:00",98340,1774,"36571",37.188326215171855
"Africa","Seychelles","2021-02-18 00:00:00",98340,1935,"34797",35.38438071995119
"Africa","Seychelles","2021-02-17 00:00:00",98340,1360,"32862",33.416717510677245
"Africa","Seychelles","2021-02-16 00:00:00",98340,1742,"31502",32.033760423022166
"Africa","Seychelles","2021-02-11 00:00:00",98340,3758,"29760",30.26235509456986
"Africa","Seychelles","2021-02-10 00:00:00",98340,3638,"26002",26.440919259711205
"Africa","Seychelles","2021-02-09 00:00:00",98340,2729,"22364",22.741509050233883
"Africa","Seychelles","2021-02-03 00:00:00",98340,808,"19635",19.966442953020135
"Africa","Seychelles","2021-02-02 00:00:00",98340,1205,"18827",19.14480374211918
"Africa","Seychelles","2021-01-29 00:00:00",98340,2082,"17622",17.91946308724832
"Africa","Seychelles","2021-01-28 00:00:00",98340,3192,"15540",15.802318486882244
"Africa","Seychelles","2021-01-27 00:00:00",98340,2875,"12348",12.556436851738866
"Africa","Seychelles","2021-01-26 00:00:00",98340,2823,"9473",9.632906243644499
"Africa","Seychelles","2021-01-23 00:00:00",98340,1463,"6650",6.762253406548709
"Africa","Seychelles","2021-01-20 00:00:00",98340,2187,"5187",5.274557657107993
"Africa","Seychelles","2021-01-16 00:00:00",98340,3000,"3000",3.050640634533252
"Africa","Seychelles","2021-03-24 00:00:00",98340,2051,"40247",40.9263778726866
"Africa","Seychelles","2021-03-04 00:00:00",98340,852,"37423",38.054708155379295
"Africa","Seychelles","2021-04-29 00:00:00",98340,1301,"41548",42.24933902786252
"Africa","Sierra Leone","2021-04-15 00:00:00",7976985,1928,"7981",0.1000503322997348
"Africa","Sierra Leone","2021-03-31 00:00:00",7976985,6053,"6053",0.07588079957527813
"Africa","South Africa","2021-04-13 00:00:00",59308690,2836,"264103",0.4453023663142787
"Africa","South Africa","2021-04-30 00:00:00",59308690,10065,"283606",0.4781862489291198
"Africa","South Africa","2021-03-04 00:00:00",59308690,8459,"89769",0.1513589323925381
"Africa","South Africa","2021-02-28 00:00:00",59308690,3224,"68267",0.11510454876005523
"Africa","South Africa","2021-02-27 00:00:00",59308690,3655,"65043",0.10966858313680508
"Africa","South Africa","2021-02-26 00:00:00",59308690,11001,"61388",0.1035059111910919
"Africa","South Africa","2021-02-25 00:00:00",59308690,10838,"50387",0.08495719598595079
"Africa","South Africa","2021-02-24 00:00:00",59308690,9494,"39549",0.06668331403037228
"Africa","South Africa","2021-02-23 00:00:00",59308690,9256,"30055",0.05067554181351839
"Africa","South Africa","2021-02-22 00:00:00",59308690,7671,"20799",0.03506905986289699
"Africa","South Africa","2021-02-21 00:00:00",59308690,4974,"13128",0.0221350361978995
"Africa","South Africa","2021-02-20 00:00:00",59308690,3890,"8154",0.013748406852351654
"Africa","South Africa","2021-02-19 00:00:00",59308690,4264,"4264",0.00718950292107278
"Africa","South Africa","2021-03-03 00:00:00",59308690,7533,"81310",0.13709626700572883
"Africa","South Africa","2021-03-02 00:00:00",59308690,2990,"73777",0.12439492425140397
"Africa","South Africa","2021-03-01 00:00:00",59308690,2520,"70787",0.11935350452016391
"Africa","South Africa","2021-04-29 00:00:00",59308690,9438,"273541",0.4612157172920191
"Africa","South Africa","2021-03-05 00:00:00",59308690,8151,"97920",0.16510228096422294
"Africa","South Africa","2021-03-06 00:00:00",59308690,1393,"99313",0.1674510092871719
"Africa","South Africa","2021-03-07 00:00:00",59308690,0,"99313",0.1674510092871719
"Africa","South Africa","2021-03-08 00:00:00",59308690,268,"99581",0.16790288236007236
"Africa","South Africa","2021-03-09 00:00:00",59308690,5213,"104794",0.1766924880654083
"Africa","South Africa","2021-03-10 00:00:00",59308690,21833,"126627",0.21350496866479432
"Africa","South Africa","2021-03-11 00:00:00",59308690,9127,"135754",0.2288939445467435
"Africa","South Africa","2021-03-12 00:00:00",59308690,7201,"142955",0.2410355042406096
"Africa","South Africa","2021-03-13 00:00:00",59308690,329,"143284",0.24159022902040156
"Africa","South Africa","2021-03-16 00:00:00",59308690,9533,"152817",0.2576637588859238
"Africa","South Africa","2021-03-17 00:00:00",59308690,11127,"163944",0.27642492187907036
"Africa","South Africa","2021-03-18 00:00:00",59308690,8862,"172806",0.29136708296878583
"Africa","South Africa","2021-03-19 00:00:00",59308690,5708,"178514",0.3009913049841431
"Africa","South Africa","2021-03-24 00:00:00",59308690,13551,"192065",0.32383955875606085
"Africa","South Africa","2021-03-25 00:00:00",59308690,12321,"204386",0.34461391745459224
"Africa","South Africa","2021-03-26 00:00:00",59308690,10873,"215259",0.3629468126846167
"Africa","South Africa","2021-03-27 00:00:00",59308690,603,"215862",0.3639635270986427
"Africa","South Africa","2021-03-30 00:00:00",59308690,12042,"227904",0.384267465695162
"Africa","South Africa","2021-03-31 00:00:00",59308690,12171,"240075",0.4047889103603536
"Africa","South Africa","2021-04-01 00:00:00",59308690,5224,"245299",0.4135970630948011
"Africa","South Africa","2021-04-07 00:00:00",59308690,6471,"251770",0.4245077744930802
"Africa","South Africa","2021-04-08 00:00:00",59308690,4720,"256490",0.432466136075506
"Africa","South Africa","2021-04-09 00:00:00",59308690,4739,"261229",0.44045653343548813
"Africa","South Africa","2021-04-10 00:00:00",59308690,38,"261267",0.44052060499060086
"Africa","Sudan","2021-04-06 00:00:00",43849269,20715,"20715",0.047241380466342554
"Africa","Tunisia","2021-04-22 00:00:00",11818618,14525,"199230",1.6857300912847848
"Africa","Tunisia","2021-04-25 00:00:00",11818618,13397,"239349",2.025186024288119
"Africa","Tunisia","2021-04-26 00:00:00",11818618,12991,"252340",2.1351058135562044
"Africa","Tunisia","2021-04-27 00:00:00",11818618,12914,"265254",2.244374088408645
"Africa","Tunisia","2021-04-28 00:00:00",11818618,12832,"278086",2.3529485427145542
"Africa","Tunisia","2021-04-29 00:00:00",11818618,13337,"291423",2.4657959162399528
"Africa","Tunisia","2021-03-13 00:00:00",11818618,743,"743",0.006286691049664182
"Africa","Tunisia","2021-03-14 00:00:00",11818618,1333,"2076",0.017565505543880002
"Africa","Tunisia","2021-03-15 00:00:00",11818618,479,"2555",0.02161843288276176
"Africa","Tunisia","2021-03-22 00:00:00",11818618,5524,"8079",0.06835824628564863
"Africa","Tunisia","2021-03-23 00:00:00",11818618,4020,"12099",0.10237237551801742
"Africa","Tunisia","2021-03-26 00:00:00",11818618,6827,"18926",0.16013716662980393
"Africa","Tunisia","2021-03-27 00:00:00",11818618,5458,"24384",0.20631853910499517
"Africa","Tunisia","2021-04-03 00:00:00",11818618,9371,"33755",0.2856086896115942
"Africa","Tunisia","2021-04-04 00:00:00",11818618,8403,"42158",0.3567083731786576
"Africa","Tunisia","2021-04-05 00:00:00",11818618,9514,"51672",0.4372084790285971
"Africa","Tunisia","2021-04-06 00:00:00",11818618,6865,"58537",0.49529479673511745
"Africa","Tunisia","2021-04-07 00:00:00",11818618,11320,"69857",0.5910758770610912
"Africa","Tunisia","2021-04-08 00:00:00",11818618,8537,"78394",0.6633093649359003
"Africa","Tunisia","2021-04-09 00:00:00",11818618,5595,"83989",0.7106499253973688
"Africa","Tunisia","2021-04-10 00:00:00",11818618,12558,"96547",0.8169060037307239
"Africa","Tunisia","2021-04-11 00:00:00",11818618,11715,"108262",0.9160292683966941
"Africa","Tunisia","2021-04-12 00:00:00",11818618,11446,"119708",1.012876463220996
"Africa","Tunisia","2021-04-13 00:00:00",11818618,9346,"129054",1.0919550830731648
"Africa","Tunisia","2021-04-14 00:00:00",11818618,7586,"136640",1.1561419448534507
"Africa","Tunisia","2021-04-15 00:00:00",11818618,8600,"145240",1.2289084899774239
"Africa","Tunisia","2021-04-19 00:00:00",11818618,13498,"158738",1.3431181209173526
